Unnamed: 0,DOI,author,year,title,fname,retrieved
1136,10.1071/an11028,chataway,2011,"the role of tillage, fertiliser and forage species in sustaining dairying based on crops in southern queensland 1",chataway2011,True
1137,10.1071/ar05408,lodge,2006,"effects of pasture treatments on detached pasture litter mass, quality, litter loss, decomposition rates, and residence time in northern new south wales",lodge2006,True
1138,10.1071/cp08397,whish,2009,do spring cover crops rob water and so reduce wheat yields in the northern grain zone of eastern australia? crop pasture sci,whish2009,True
1139,10.1071/ea00060,cho,2001,"an evaluation of a no-tillage, unfertilised, direct-sown, wheat-rice cropping system in korea",cho2001,True
1140,10.1071/ea07170,thomas,2009,"pasture - crop rotations for sustainable production in a wheat and sheep-based farming system on a vertosol in south-west queensland, australia",thomas2009,True
1141,10.1071/ea9950969,malinda,1995,factors in conservation farming that reduce erosion,malinda1995,True
1142,10.1071/rj13038,hou,2014,"the response of grassland productivity, soil carbon content and soil respiration rates to different grazing regimes in a desert steppe in northern china",hou2014,True
1143,10.1071/sr00019,tullberg,2001,tillage and traffic effects on runoff,tullberg2001a,True
1144,10.1071/sr07003,li,2007,effects of 15 years of conservation tillage on soil structure and productivity of wheat cultivation in northern china,li2007c,True
1145,10.1071/sr07021,virto,2007,"burning crop residues under no-till in semi-arid land, northern spain - effects on soil organic matter, aggregation, and earthworm populations",virto2007a,True
1146,10.1071/sr07035,anikwe,2007,short-term changes in soil properties under tillage systems and their effect on sweet potato (ipomea batatas l.) growth and yield in an ultisol in south-eastern nigeria,anikwe2007,True
1147,10.1071/sr07106,chen,2008,traffic and tillage effects on wheat production on the loess plateau of china: 1,chen2008,False
1148,10.1071/sr07109,chan,2007,agronomic values of greenwaste biochar as a soil amendment,chan2007a,True
1149,10.1071/sr07134,jin,2008,effects of different soil management practices on winter wheat yield and n losses on a dryland loess soil in china,jin2008b,True
1150,10.1071/sr07193,bai,2008,traffic and tillage effects on wheat production on the loess plateau of china: 2. soil physical properties,bai2008a,True
1151,10.1071/sr07220,sanjari,2008,comparing the effects of continuous and time-controlled grazing systems on soil characteristics in southeast queensland,sanjari2008,True
1152,10.1071/sr08018,de bona,2008,soil quality assessed by carbon management index in a subtropical acrisol subjected to tillage systems and irrigation,de2008,True
1153,10.1071/sr08063,wang,2008,traffic and tillage effects on runoff and soil loss on the loess plateau of northern china,wang2008d,True
1154,10.1071/sr08108,vu,2009,tillage system affects phosphorus form and depth distribution in three contrasting victorian soils,vu2009,True
1155,10.1071/sr08110,zhang,2009,"influence of conservation tillage practices on soil properties and crop yields for maize and wheat cultivation in beijing, china",zhang2009a,True
1156,10.1071/sr08169,ghosh,2009,long-term effect of pastures on soil quality in acid soil of north-east india,ghosh2009,False
1157,10.1071/sr09052,kader,2010,limited influence of tillage management on organic matter fractions in the surface layer of silt soils under cereal-root crop rotations,kader2010,True
1158,10.1071/sr09092,chan,2010,soil carbon stocks under different pastures and pasture management in the higher rainfall areas of south-eastern australia,chan2010,False
1159,10.1071/sr09122,leite,2010,soil organic carbon and biological indicators in an acrisol under tillage systems and organic management in north-eastern brazil,leite2010a,True
1160,10.1071/sr10011,chen,2010,"influence of biochar use on sugarcane growth, soil parameters, and groundwater quality",chen2010,True
1161,10.1071/sr10185,chan,2011,soil carbon dynamics under different cropping and pasture management in temperate australia: results of three long-term experiments,chan2011,False
1162,10.1071/sr12274,li,2013,simulation of n2o emissions and mitigation options for rainfed wheat cropping on a vertosol in the subtropics,li2013c,True
1163,10.1071/sr12360,abu,2013,evaluating long-term impact of land use on selected soil physical quality indicators,abu2013,True
1164,10.1071/sr13041,allen,2013,what determines soil organic carbon stocks in the grazing lands of north-eastern australia?,allen2013,False
1165,10.1071/sr13043,cowie,2013,impact of carbon farming practices on soil carbon in northern new south wales,cowie2013,True
1166,10.1071/sr13369,carbonell-bojollo,2015,soil organic carbon fractions under conventional and no-till management in a long-term study in southern spain,carbonell-bojollo2015a,True
1167,10.1071/sr14216,crawford,2015,changes in the soil quality attributes of continuous no-till farming systems following a strategic tillage,crawford2015,True
1168,10.1071/sr14236,segoli,2015,managing cattle grazing intensity: effects on soil organic matter and soil nitrogen,segoli2015,True
1169,10.1071/sr14297,torres,2015,"enzyme activity, microbial biomass and  community structure in a long-term restored soil under semi-arid conditions",torres2015,True
1170,10.1071/sr15074,okeyo,2016,impact of reduced tillage and crop residue management on soil properties and crop yields in a long-term trial in western kenya,okeyo2016,True
1171,10.1071/sr15102,gamage,2016,effect of rice-husk biochar on selected soil properties in tropical alfisols,gamage2016a,True
1172,10.1071/sr15277,belmonte,2016,effects of permanent grass versus tillage on aggregation and organic matter dynamics in a poorly developed vineyard soil,belmonte2016,True
1173,10.1071/sr16136,melland,2017,"effects of strategic tillage on short-term erosion, nutrient loss in runoff and greenhouse gas emissions",melland2017,True
1174,10.1071/sr16162,busari,2017,"soil physical properties in relation to maize (zea mays) yield after tillage and application of organic and inorganic fertilisers in abeokuta, southwestern nigeria",busari2017,True
1175,10.1071/sr98099,derrick,1999,soil properties under organic and conventional management in southern new south wales,derrick1999,True
1176,10.1071/wf07011,savadogo,2007,fuel and fire characteristics in savanna - woodland of west africa in relation to grazing and dominant grass type,savadogo2007a,False
1177,10.1073/pnas.0600359103,kramer,2006,reduced nitrate leaching and enhanced denitrifier activity and efficiency in organically fertilized soils,kramer2006,False
1178,10.1073/pnas.1209429109,gattinger,2012,enhanced top soil carbon stocks under organic farming,gattinger2012,True
1179,10.1079/raf2005122,pikul,2006,cropping system influences on soil physical properties in the great plains,pikul2006,True
1180,10.1079/raf2005124,liebig,2007,cropping system effects on soil biological characteristics in the great plains,liebig2007,True
1181,10.1079/sum2003198,machado,2003,effect of no-tillage on turnover of organic matter in a rhodic ferralsol,machado2003,True
1182,10.1079/sum2004267,quinton,2004,"the effects of minimal tillage and contour cultivation on surface runoff, soil loss and crop yield in the long-term woburn erosion reference experiment on sandy soil at woburn, england",quinton2004,False
1183,10.1079/sum2004275,go´mez,2004,experimental assessment of runoff and soil erosion in an olive grove on a vertic soil in southern spain as affected by soil management,go´mez2004,False
1184,10.1079/sum2005326,schjønning,2005,pore characteristics and hydraulic properties of a sandy loam supplied for a century with either animal manure or mineral fertilizers,schjønning2005,False
1185,10.1080/00103620500403465,adekalu,2006,effect of irrigation amount and tillage system on yield and water use efficiency of cowpea,adekalu2006,False
1186,10.1080/00103620500449393,afyuni,2006,soil physical properties and bromide movement in relation to tillage system,afyuni2006a,True
1187,10.1080/00103620601172332,xu,2007,soil organic carbon and nitrogen pools impacted by long-term tillage and fertilization practices,xu2007,True
1188,10.1080/00103620701663065,motta,2007,"conservation tillage, rotations, and cover crop affecting soil quality in the tennessee valley: particulate organic matter, organic matter, and microbial biomass",motta2007,False
1189,10.1080/00103620701879117,dou,2008,dissolved and soil organic carbon after long-term conventional and no-tillage sorghum cropping,dou2008,True
1190,10.1080/00103620802073628,fortuna,2008,sustaining soil quality with legumes in no-tillage systems,fortuna2008,False
1191,10.1080/00103620802135492,mendoza,2008,tillage effects on soil quality indicators and nematode abundance in loessial soil under long‐term no‐till production,mendoza2008,False
1192,10.1080/00103620903113299,sharma,2009,influence of tillage and nutrient sources on yield sustainability and soil quality under sorghum–mung bean system in rainfed semi‐arid tropics,sharma2009,True
1193,10.1080/00103624.2010.504799,saha,2008,effect of tillage and residue management on soil physical properties and crop productivity in maize (zea mays)–indian mustard (brassica juncea) system,saha2008,False
1194,10.1080/00103624.2011.546929,iqbal,2011,"influence of residue management and tillage systems on carbon sequestration and nitrogen, phosphorus, and potassium dynamics of soil and plant and wheat production in semi-arid region",iqbal2011,False
1195,10.1080/00103624.2013.748122,pérez-álvarez,2013,"cover crop short-term effects on soil no3 --n availability, nitrogen nutritional status, yield, and must quality in a calcareous vineyard of the aoc rioja, spain",pérez-álvarez2013,False
1196,10.1080/00103624.2013.749446,skoufogianni,2013,effects of pea cultivation as cover crop on nitrogen-use efficiency and nitrogen uptake by subsequent maize and sunflower crops in a sandy soil in central greece,skoufogianni2013,False
1197,10.1080/00103624.2013.790406,calegari,2013,"influence of soil management and crop rotation on physical properties in a long-term experiment in parana, brazil",calegari2013,True
1198,10.1080/00103624.2015.1089272,akhzari,2015,effects of grazing intensity on soil and vegetation properties in a mediterranean rangeland,akhzari2015,True
1199,10.1080/00103624.2015.1122801,jiao,2016,"changes in soil physical, chemical, and biological characteristics of a temperate desert steppe under different grazing regimes in northern china",jiao2016,True
1200,10.1080/00103624.2016.1146749,chu,2016,long-term effects of different cropping systems on selected enzyme activities,chu2016,True
1201,10.1080/00103624.2018.1547389,abubaker,2019,enhancement of depleted loam soil as well as cucumber productivity utilizing biochar under water stress,abubaker2019,True
1202,10.1080/00103624.2019.1574809,rezaie,2019,"different levels of irrigation water salinity and biochar influence on faba bean yield, water productivity, and ions uptake",rezaie2019,True
1203,10.1080/00103629109368561,vazquez,1991,soil penetrometer resistance and bulk density relationships after long‐term no tillage,vazquez1991,True
1204,10.1080/00103629309368966,arrigo,1993,cropping rotations: effect on aggregate stability and biological activity,arrigo1993,True
1205,10.1080/00103629409369033,kitur,1994,tillage effects on selected chemical properties of grantsburg silt loam,kitur1994,True
1206,10.1080/00103629709369772,alemu,1997,tillage and cropping system effects on selected conditions of a soil cropped to grain sorghum for twelve years,alemu1997,False
